gameid	 time	 roundNum	 trialType	 extra	 clickedObjName	 clickedObjTrialType 	clickedObjCondition	 clickedObjTargetStatus	 clickedObjSpeakerLocs	 clickedObjListenerLocs	 alt1Name	 alt1TrialType	 alt1Condition	 alt1TargetStatus	 alt1SpeakerLocs	 alt1ListenerLocs	 alt2Name	 alt2TrialType	 alt2Condition	 alt2TargetStatus	 alt2SpeakerLocs	 alt2ListenerLocs	 alt3Name	 alt3TrialType	 alt3Condition	 alt3TargetStatus	 alt3SpeakerLocs	 alt3ListenerLocs	numMessages	numSMessages	numLMessages	speakerMessages	listenerMessages	messageTimeStamps
8796-a	1619065869264	38	clickedObj		brush_big_blue	overinformativeness	size_sufficient	distractor	3	3	brush_big_red	overinformativeness	size_sufficient	distractor	1	2	brush_small_red	overinformativeness	size_sufficient	target	2	1	brush_big_red	overinformativeness	size_sufficient	distractor	4	4	1	0	1		hrthr	1619065868677
8796-a	1619065871933	39	clickedObj		elephant	filler	none	distractor	2	3	bowl	filler	none	distractor	4	1	banana	filler	none	distractor	3	4	guitar	filler	none	target	1	2	1	0	1		hrtj	1619065871386
8796-a	1619065874629	40	clickedObj		pencil_short_blue	adjective_ordering	none	distractor	1	4	pencil_long_black	adjective_ordering	none	target	3	3	pencil_long_blue	adjective_ordering	none	distractor	2	1	pencil_short_black	adjective_ordering	none	distractor	4	2	1	0	1		hrtjr	1619065874043
8796-a	1619065877412	41	clickedObj		dog	filler	none	distractor	3	3	strawberry	filler	none	distractor	4	2	butterfly	filler	none	distractor	1	4	chick	filler	none	target	2	1	1	0	1		hrtjs	1619065877003
8796-a	1619065882819	42	clickedObj		earring_big_triangular	adjective_ordering	none	distractor	1	2	earring_small_triangular	adjective_ordering	none	distractor	3	1	earring_small_round	adjective_ordering	none	target	2	3	earring_big_round	adjective_ordering	none	distractor	4	4	1	0	1		hrhrthr	1619065880649
8796-a	1619065885837	43	clickedObj		cow	filler	none	distractor	1	4	pitcher	filler	none	distractor	2	2	carrot	filler	none	target	3	1	door	filler	none	distractor	4	3	1	0	1		hrthr	1619065885148
8796-a	1619065889358	44	clickedObj		man_old_cleanshaven	adjective_ordering	none	target	2	3	man_young_bearded	adjective_ordering	none	distractor	3	2	man_old_bearded	adjective_ordering	none	distractor	1	1	man_young_cleanshaven	adjective_ordering	none	distractor	4	4	1	0	1		hrthrt	1619065888815
8796-a	1619065892566	45	clickedObj		lighter_big_white	overinformativeness	color_sufficient	distractor	3	4	lighter_small_white	overinformativeness	color_sufficient	distractor	4	2	lighter_small_white	overinformativeness	color_sufficient	distractor	2	1	lighter_small_black	overinformativeness	color_sufficient	target	1	3	1	0	1		hrtshjr	1619065891830
8796-a	1619065895480	46	clickedObj		key_big_gold	overinformativeness	size_sufficient	distractor	1	3	key_big_gold	overinformativeness	size_sufficient	distractor	2	1	key_big_silver	overinformativeness	size_sufficient	distractor	4	2	key_small_gold	overinformativeness	size_sufficient	target	3	4	1	0	1		htrhrt	1619065895093
8796-a	1619065898483	47	clickedObj		tie_small_blue	overinformativeness	color_sufficient	distractor	4	3	tie_small_red	overinformativeness	color_sufficient	target	1	2	tie_small_blue	overinformativeness	color_sufficient	distractor	3	4	tie_big_blue	overinformativeness	color_sufficient	distractor	2	1	1	0	1		hrtjr	1619065898141
8796-a	1619065901257	48	clickedObj		man2_mustached_hatted	adjective_ordering	none	distractor	4	3	man2_bearded_glassed	adjective_ordering	none	distractor	1	2	man2_bearded_hatted	adjective_ordering	none	distractor	2	4	man2_mustached_glassed	adjective_ordering	none	target	3	1	1	0	1		trhswrhj	1619065900922
8796-a	1619065903782	49	clickedObj		umbrella_small_green	overinformativeness	color_sufficient	distractor	1	3	umbrella_small_green	overinformativeness	color_sufficient	distractor	3	1	umbrella_big_green	overinformativeness	color_sufficient	distractor	2	4	umbrella_small_blue	overinformativeness	color_sufficient	target	4	2	1	0	1		hterhjte	1619065903371
8796-a	1619065906718	50	clickedObj		skirt_big_green	overinformativeness	color_sufficient	distractor	1	3	skirt_small_green	overinformativeness	color_sufficient	distractor	3	4	skirt_big_green	overinformativeness	color_sufficient	distractor	4	1	skirt_big_blue	overinformativeness	color_sufficient	target	2	2	1	0	1		rheh	1619065906369
8796-a	1619065910665	51	clickedObj		shoe_big_yellow	overinformativeness	color_sufficient	distractor	1	3	shoe_big_pink	overinformativeness	color_sufficient	target	4	1	shoe_big_yellow	overinformativeness	color_sufficient	distractor	2	2	show_small_yellow	overinformativeness	color_sufficient	distractor	3	4	1	0	1		httrjer	1619065910247
8796-a	1619065913060	52	clickedObj		car_small_green	overinformativeness	size_sufficient	target	3	3	car_big_blue	overinformativeness	size_sufficient	distractor	4	2	car_big_green	overinformativeness	size_sufficient	distractor	1	1	car_big_green	overinformativeness	size_sufficient	distractor	2	4	1	0	1		hrtj	1619065912669
8796-a	1619065915192	53	clickedObj		hair_straight_brown	adjective_ordering	none	distractor	3	3	hair_curly_brown	adjective_ordering	none	target	4	2	hair_curly_blonde	adjective_ordering	none	distractor	2	1	hair_straight_blond	adjective_ordering	none	distractor	1	4	1	0	1		tgrhjrtj	1619065914802
8796-a	1619065917653	54	clickedObj		picture_colored_rectangular	adjective_ordering	none	distractor	2	3	picture_bw_square	adjective_ordering	none	target	1	4	picture_bw_rectangular	adjective_ordering	none	distractor	4	1	picture_colored_square	adjective_ordering	none	distractor	3	2	1	0	1		trhjr	1619065917266
8796-a	1619065921294	55	clickedObj		guitar	filler	none	distractor	3	3	banana	filler	none	target	2	1	elephant	filler	none	distractor	4	2	bowl	filler	none	distractor	1	4	1	0	1		hrthr	1619065919944
8796-a	1619065923559	56	clickedObj		table_wood_high	adjective_ordering	none	distractor	4	3	table_wood_low	adjective_ordering	none	target	2	4	table_metal_low	adjective_ordering	none	distractor	1	1	table_metal_high	adjective_ordering	none	distractor	3	2	1	0	1		hrthr	1619065923197
8796-a	1619065926354	57	clickedObj		scissors_small_green	overinformativeness	color_sufficient	target	2	3	scissors_small_blue	overinformativeness	color_sufficient	distractor	3	4	scissors_small_blue	overinformativeness	color_sufficient	distractor	4	2	scissors_big_blue	overinformativeness	color_sufficient	distractor	1	1	1	0	1		rthrth	1619065925816
8796-a	1619065929169	58	clickedObj		dress_small_blue	overinformativeness	size_sufficient	target	4	3	dress_big_blue	overinformativeness	size_sufficient	distractor	3	4	dress_big_blue	overinformativeness	size_sufficient	distractor	1	2	dress_big_green	overinformativeness	size_sufficient	distractor	2	1	1	0	1		hrthjrt	1619065928472
8796-a	1619065931715	59	clickedObj		nails_red_glossy	adjective_ordering	none	target	2	3	nails_black_glossy	adjective_ordering	none	distractor	3	2	nails_red_matte	adjective_ordering	none	distractor	4	4	nails_black_matte	adjective_ordering	none	distractor	1	1	1	0	1		hrthr	1619065931239
8796-a	1619065936447	60	clickedObj		shorts_dry_green	adjective_ordering	none	distractor	3	3	shorts_wet_red	adjective_ordering	none	distractor	4	2	shorts_wet_green	adjective_ordering	none	target	2	1	shorts_dry_red	adjective_ordering	none	distractor	1	4	1	0	1		hrhrh	1619065935504
5829-d	1619068121927	1	clickedObj		tomato	filler	none	target	1	2	horse	filler	none	distractor	3	1	pig	filler	none	distractor	4	4	fish	filler	none	distractor	2	3	1	1	0	tomato		1619068117729
5829-d	1619068135958	2	clickedObj		elephant	filler	none	target	1	4	banana	filler	none	distractor	4	2	guitar	filler	none	distractor	2	3	bowl	filler	none	distractor	3	1	1	1	0	elephant		1619068133582
5829-d	1619068149039	3	clickedObj		butterfly	filler	none	target	3	1	strawberry	filler	none	distractor	1	2	dog	filler	none	distractor	2	4	chick	filler	none	distractor	4	3	1	1	0	butterfly		1619068145446
5829-d	1619068159488	4	clickedObj		horse	filler	none	target	4	2	fish	filler	none	distractor	3	1	pig	filler	none	distractor	2	3	tomato	filler	none	distractor	1	4	1	1	0	horse		1619068156525
5829-d	1619068173321	5	clickedObj		strawberry	filler	none	target	2	3	dog	filler	none	distractor	4	2	chick	filler	none	distractor	1	1	butterfly	filler	none	distractor	3	4	1	1	0	strawberry		1619068171974
5829-d	1619068195496	6	clickedObj		dress_big_green	overinformativeness	size_sufficient	distractor	1	1	dress_big_blue	overinformativeness	size_sufficient	distractor	2	3	dress_small_green	overinformativeness	size_sufficient	target	3	4	dress_big_green	overinformativeness	size_sufficient	distractor	4	2	1	1	0	green frock		1619068184901
5829-d	1619068225688	7	clickedObj		pot_big_green	overinformativeness	color_sufficient	target	2	4	pot_big_blue	overinformativeness	color_sufficient	distractor	4	3	pot_big_blue	overinformativeness	color_sufficient	distractor	1	1	pot_small_blue	overinformativeness	color_sufficient	distractor	3	2	3	2	1	pan___green	which pan is it?	1619068202895___1619068218605___1619068223123
5829-d	1619068238888	8	clickedObj		lipstick_big_pink	overinformativeness	color_sufficient	target	3	2	lipstick_big_red	overinformativeness	color_sufficient	distractor	4	4	lipstick_big_red	overinformativeness	color_sufficient	distractor	2	3	lipstick_small_red	overinformativeness	color_sufficient	distractor	1	1	1	1	0	pink lipstick		1619068236604
5829-d	1619068308690	9	clickedObj		woman2_happy_fat	adjective_ordering	none	target	2	1	woman2_sad_skinny	adjective_ordering	none	distractor	3	4	woman2_happy_skinny	adjective_ordering	none	distractor	1	3	woman2_sad_fat	adjective_ordering	none	distractor	4	2	5	3	2	lady___big face___smile	which lady is it?___is it the big face with a smile or a frown?	1619068251298___1619068259143___1619068277037___1619068300960___1619068306367
5829-d	1619068320819	10	clickedObj		balloon_big_pink	overinformativeness	size_sufficient	target	2	3	baloon_small_pink	overinformativeness	size_sufficient	distractor	4	1	baloon_small_pink	overinformativeness	size_sufficient	distractor	1	4	baloon_small_yellow	overinformativeness	size_sufficient	distractor	3	2	1	1	0	pink big baloon		1619068318989
5829-d	1619068332338	11	clickedObj		skirt_small_green	overinformativeness	color_sufficient	target	3	3	skirt_small_blue	overinformativeness	color_sufficient	distractor	1	1	skirt_small_blue	overinformativeness	color_sufficient	distractor	4	2	skirt_big_blue	overinformativeness	color_sufficient	distractor	2	4	1	1	0	green skirt		1619068330857
5829-d	1619068362730	12	clickedObj		button_small_green	overinformativeness	size_sufficient	target	1	3	button_big_blue	overinformativeness	size_sufficient	distractor	3	2	button_big_green	overinformativeness	size_sufficient	distractor	2	4	button_big_green	overinformativeness	size_sufficient	distractor	4	1	3	2	1	green button___small	which green is it?	1619068347817___1619068356158___1619068360484
5829-d	1619068375564	13	clickedObj		guitar	filler	none	target	1	2	elephant	filler	none	distractor	3	1	banana	filler	none	distractor	4	4	bowl	filler	none	distractor	2	3	1	1	0	guitar		1619068374031
5829-d	1619068401147	14	clickedObj		woman_young_sad	adjective_ordering	none	distractor	3	2	woman_old_sad	adjective_ordering	none	target	2	4	woman_young_happy	adjective_ordering	none	distractor	4	3	woman_old_happy	adjective_ordering	none	distractor	1	1	1	1	0	crying face		1619068394306
5829-d	1619068410964	15	clickedObj		chick	filler	none	target	4	3	dog	filler	none	distractor	2	1	butterfly	filler	none	distractor	3	4	strawberry	filler	none	distractor	1	2	1	1	0	chick		1619068409095
5829-d	1619068439628	16	clickedObj		apple_big_green	overinformativeness	size_sufficient	target	3	4	apple_small_red	overinformativeness	size_sufficient	distractor	2	3	apple_small_green	overinformativeness	size_sufficient	distractor	1	2	apple_small_green	overinformativeness	size_sufficient	distractor	4	1	3	2	1	green apple___big	which green apple is it?	1619068422320___1619068430192___1619068438331
5829-d	1619068449299	17	clickedObj		door	filler	none	target	1	3	cow	filler	none	distractor	3	2	pitcher	filler	none	distractor	2	1	carrot	filler	none	distractor	4	4	1	1	0	door		1619068447691
5829-d	1619068459069	18	clickedObj		tie_small_red	overinformativeness	color_sufficient	target	4	1	tie_big_blue	overinformativeness	color_sufficient	distractor	1	4	tie_small_blue	overinformativeness	color_sufficient	distractor	3	2	tie_small_blue	overinformativeness	color_sufficient	distractor	2	3	1	1	0	red tie		1619068456176
5829-d	1619068493405	19	clickedObj		chair_small_yellow	overinformativeness	size_sufficient	target	2	3	chair_big_yellow	overinformativeness	size_sufficient	distractor	4	1	chair_big_yellow	overinformativeness	size_sufficient	distractor	3	2	chair_big_blue	overinformativeness	size_sufficient	distractor	1	4	5	3	2	chair___yellow___small	which color is it?___which yellow is it?	1619068467128___1619068474782___1619068480289___1619068487419___1619068490908
5829-d	1619068525725	20	clickedObj		glove_big_green	overinformativeness	size_sufficient	target	1	2	glove_small_green	overinformativeness	size_sufficient	distractor	4	4	glove_small_orange	overinformativeness	size_sufficient	distractor	3	3	glove_small_green	overinformativeness	size_sufficient	distractor	2	1	5	3	2	gloves___green___big	which color is it?___which green?	1619068502041___1619068510812___1619068513834___1619068520940___1619068523642
5829-d	1619068554471	21	clickedObj		man_old_cleanshaven	adjective_ordering	none	target	1	4	man_old_bearded	adjective_ordering	none	distractor	4	2	man_young_bearded	adjective_ordering	none	distractor	2	1	man_young_cleanshaven	adjective_ordering	none	distractor	3	3	3	2	1	aged man___no	does he have a beard?	1619068541562___1619068550102___1619068552995
5829-d	1619068578526	22	clickedObj		scissors_small_green	overinformativeness	color_sufficient	target	2	2	scissors_small_blue	overinformativeness	color_sufficient	distractor	1	4	scissors_big_blue	overinformativeness	color_sufficient	distractor	4	1	scissors_small_blue	overinformativeness	color_sufficient	distractor	3	3	3	2	1	scissors___green	which color?	1619068561638___1619068568828___1619068576658
5829-d	1619068603758	23	clickedObj		lock_small_silver	overinformativeness	color_sufficient	target	4	3	lock_small_gold	overinformativeness	color_sufficient	distractor	2	4	lock_small_gold	overinformativeness	color_sufficient	distractor	1	2	lock_big_gold	overinformativeness	color_sufficient	distractor	3	1	3	2	1	lock___silver	which color?	1619068591351___1619068596099___1619068601214
5829-d	1619068631174	24	clickedObj		clock_big_yellow	overinformativeness	size_sufficient	target	4	1	clock_small_purple	overinformativeness	size_sufficient	distractor	3	3	clock_small_yellow	overinformativeness	size_sufficient	distractor	1	4	clock_small_yellow	overinformativeness	size_sufficient	distractor	2	2	4	3	1	alarm clock___big___yello	which color?	1619068615776___1619068621123___1619068628126___1619068630528
5829-d	1619068670513	25	clickedObj		earring_small_triangular	adjective_ordering	none	target	2	3	earring_small_round	adjective_ordering	none	distractor	4	1	earring_big_triangular	adjective_ordering	none	distractor	1	4	earring_big_round	adjective_ordering	none	distractor	3	2	5	3	2	earring___triangle___small	which shape___which size?	1619068651578___1619068656063___1619068662495___1619068665844___1619068669347
5829-d	1619068719284	26	clickedObj		bottle_plastic_small	adjective_ordering	none	target	1	2	bottle_glass_big	adjective_ordering	none	distractor	4	3	bottle_glass_small	adjective_ordering	none	distractor	2	1	bottle_plastic_big	adjective_ordering	none	distractor	3	4	6	4	2	bottle___can___small___plastic	small or big?___glass or plastic?	1619068678511___1619068687122___1619068696623___1619068701318___1619068709246___1619068717029
5829-d	1619068748649	27	clickedObj		toothbrush_small_purple	overinformativeness	color_sufficient	target	2	3	toothbrush_big_green	overinformativeness	color_sufficient	distractor	4	2	toothbrush_small_green	overinformativeness	color_sufficient	distractor	3	1	toothbrush_small_green	overinformativeness	color_sufficient	distractor	1	4	3	2	1	brush___purple	which color?	1619068732537___1619068736265___1619068746269
5829-d	1619068772538	28	clickedObj		cat_big_black	overinformativeness	size_sufficient	target	3	2	cat_small_black	overinformativeness	size_sufficient	distractor	1	4	cat_small_black	overinformativeness	size_sufficient	distractor	2	3	cat_small_white	overinformativeness	size_sufficient	distractor	4	1	4	2	2	black___big	which color?___which size?	1619068756702___1619068762142___1619068766943___1619068770047
5829-d	1619068803415	29	clickedObj		frog_spotted_green	adjective_ordering	none	target	4	2	frog_striped_red	adjective_ordering	none	distractor	2	1	frog_spotted_red	adjective_ordering	none	distractor	3	4	frog_striped_green	adjective_ordering	none	distractor	1	3	5	3	2	grog___green___spots	which color frog?___spots or stripes?	1619068779149___1619068781320___1619068788953___1619068797497___1619068800936
5829-d	1619068820419	30	clickedObj		socks_small_green	overinformativeness	color_sufficient	target	4	1	socks_small_blue	overinformativeness	color_sufficient	distractor	2	3	socks_big_blue	overinformativeness	color_sufficient	distractor	3	2	socks_small_blue	overinformativeness	color_sufficient	distractor	1	4	3	2	1	socks___green	which color?	1619068812800___1619068814280___1619068817938
5829-d	1619068853677	31	clickedObj		key_big_gold	overinformativeness	size_sufficient	target	2	4	key_small_gold	overinformativeness	size_sufficient	distractor	1	1	key_small_gold	overinformativeness	size_sufficient	distractor	3	2	key_small_silver	overinformativeness	size_sufficient	distractor	4	3	5	3	2	key___yellow___big	which color?___which size?	1619068834398___1619068835489___1619068838510___1619068849995___1619068851166
5829-d	1619068862771	32	clickedObj		pig	filler	none	target	2	1	tomato	filler	none	distractor	1	4	horse	filler	none	distractor	4	2	fish	filler	none	distractor	3	3	1	1	0	pig		1619068861408
5829-d	1619068895158	33	clickedObj		nails_red_glossy	adjective_ordering	none	target	4	1	nails_black_glossy	adjective_ordering	none	distractor	2	3	nails_black_matte	adjective_ordering	none	distractor	1	2	nails_red_matte	adjective_ordering	none	distractor	3	4	5	3	2	nails___red___glossy	black or red?___matte or glossy?	1619068878619___1619068878747___1619068886687___1619068887946___1619068892781
5829-d	1619068912030	34	clickedObj		tshirt_small_yellow	overinformativeness	color_sufficient	target	4	3	tshirt_small_orange	overinformativeness	color_sufficient	distractor	1	4	tshirt_big_orange	overinformativeness	color_sufficient	distractor	2	2	tshirt_small_orange	overinformativeness	color_sufficient	distractor	3	1	3	2	1	t-shirt___yellow	yellow or orange?	1619068903002___1619068904319___1619068909620
5829-d	1619068941710	35	clickedObj		picture_bw_square	adjective_ordering	none	target	4	3	picture_bw_rectangular	adjective_ordering	none	distractor	1	2	picture_colored_square	adjective_ordering	none	distractor	3	1	picture_colored_rectangular	adjective_ordering	none	distractor	2	4	5	3	2	photoframe___black___small	color or black and white?___small or wide?	1619068920306___1619068924338___1619068928064___1619068933684___1619068939122
5829-d	1619068976895	36	clickedObj		spoon_metal_clean	adjective_ordering	none	target	3	4	spoon_wooden_clean	adjective_ordering	none	distractor	1	1	spoon_metal_dirty	adjective_ordering	none	distractor	4	2	spoon_wooden_dirty	adjective_ordering	none	distractor	2	3	5	3	2	spoon___clean___silver	dirty or clean?___silver or tarnished?	1619068948388___1619068955130___1619068958607___1619068966404___1619068974543
5829-d	1619068994501	37	clickedObj		brush_big_red	overinformativeness	size_sufficient	target	1	3	brush_small_red	overinformativeness	size_sufficient	distractor	4	1	brush_small_red	overinformativeness	size_sufficient	distractor	3	2	brush_small_blue	overinformativeness	size_sufficient	distractor	2	4	3	2	1	brush___red	red or blue?	1619068987926___1619068988621___1619068992560
5829-d	1619069003334	38	clickedObj		carrot	filler	none	target	2	1	door	filler	none	distractor	1	3	pitcher	filler	none	distractor	4	2	cow	filler	none	distractor	3	4	1	1	0	carrot		1619069001812
5829-d	1619069011244	39	clickedObj		dog	filler	none	target	2	4	butterfly	filler	none	distractor	4	1	chick	filler	none	distractor	3	2	strawberry	filler	none	distractor	1	3	1	1	0	dog		1619069009792
5829-d	1619069025822	40	clickedObj		shoe_small_pink	overinformativeness	color_sufficient	target	2	4	show_small_yellow	overinformativeness	color_sufficient	distractor	1	2	show_small_yellow	overinformativeness	color_sufficient	distractor	4	3	shoe_big_yellow	overinformativeness	color_sufficient	distractor	3	1	3	2	1	shoe___pink	yellow or pink?	1619069016920___1619069020298___1619069024783
5829-d	1619069040474	41	clickedObj		fish	filler	none	target	2	4	pig	filler	none	distractor	4	1	horse	filler	none	distractor	3	2	tomato	filler	none	distractor	1	3	1	1	0	fish		1619069034305
5829-d	1619069055888	42	clickedObj		flower_big_yellow	overinformativeness	size_sufficient	target	2	1	flower_small_pink	overinformativeness	size_sufficient	distractor	3	2	flower_small_yellow	overinformativeness	size_sufficient	distractor	4	3	flower_small_yellow	overinformativeness	size_sufficient	distractor	1	4	3	2	1	flower___yellow	pink or yellow?	1619069049753___1619069050418___1619069054672
5829-d	1619069076712	43	clickedObj		pencil_short_blue	adjective_ordering	none	target	2	4	pencil_long_blue	adjective_ordering	none	distractor	4	1	pencil_short_black	adjective_ordering	none	distractor	3	3	pencil_long_black	adjective_ordering	none	distractor	1	2	5	3	2	pencil___blue___small	blue or black?___small or large?	1619069062427___1619069063680___1619069067926___1619069072248___1619069075405
5829-d	1619069090928	44	clickedObj		lighter_small_white	overinformativeness	color_sufficient	target	3	3	lighter_small_black	overinformativeness	color_sufficient	distractor	1	4	lighter_small_black	overinformativeness	color_sufficient	distractor	4	1	lighter_big_black	overinformativeness	color_sufficient	distractor	2	2	3	2	1	lighter___white	black or white?	1619069085432___1619069086092___1619069089772
5829-d	1619069100960	45	clickedObj		cow	filler	none	target	3	2	pitcher	filler	none	distractor	1	4	carrot	filler	none	distractor	4	1	door	filler	none	distractor	2	3	1	1	0	cow		1619069099751
5829-d	1619069113432	46	clickedObj		banana	filler	none	target	2	4	guitar	filler	none	distractor	3	2	bowl	filler	none	distractor	1	1	elephant	filler	none	distractor	4	3	1	1	0	banana		1619069111910
5829-d	1619069120885	47	clickedObj		bowl	filler	none	target	2	2	banana	filler	none	distractor	3	1	guitar	filler	none	distractor	1	3	elephant	filler	none	distractor	4	4	1	1	0	bowl		1619069119604
5829-d	1619069135505	48	clickedObj		pepper_big_green	overinformativeness	color_sufficient	distractor	4	3	pepper_small_green	overinformativeness	color_sufficient	distractor	2	4	pepper_small_red	overinformativeness	color_sufficient	target	1	2	pepper_small_green	overinformativeness	color_sufficient	distractor	3	1	3	2	1	bell pepper___green	red or green?	1619069130538___1619069131263___1619069134529
5829-d	1619069160072	49	clickedObj		man2_bearded_glassed	adjective_ordering	none	target	2	3	man2_bearded_hatted	adjective_ordering	none	distractor	1	1	man2_mustached_hatted	adjective_ordering	none	distractor	4	2	man2_mustached_glassed	adjective_ordering	none	distractor	3	4	3	2	1	beard___glass	glasses or hat?	1619069145862___1619069150934___1619069156095
5829-d	1619069173465	50	clickedObj		knife_big_blue	overinformativeness	size_sufficient	target	2	3	knife_small_blue	overinformativeness	size_sufficient	distractor	4	1	knife_small_red	overinformativeness	size_sufficient	distractor	3	2	knife_small_blue	overinformativeness	size_sufficient	distractor	1	4	3	2	1	knife___blue	blue or red?	1619069167044___1619069167920___1619069170302
5829-d	1619069188579	51	clickedObj		bag_big_blue	overinformativeness	size_sufficient	target	4	4	bag_small_red	overinformativeness	size_sufficient	distractor	1	3	bag_small_blue	overinformativeness	size_sufficient	distractor	3	2	bag_small_blue	overinformativeness	size_sufficient	distractor	2	1	3	2	1	bag___blue	red or blue?	1619069181338___1619069182874___1619069186054
5829-d	1619069256859	52	clickedObj		box_closed_wood	adjective_ordering	none	target	4	1	box_closed_cardboard	adjective_ordering	none	distractor	1	3	box_open_wood	adjective_ordering	none	distractor	2	2	box_open_cardboard	adjective_ordering	none	distractor	3	4	7	4	3	box___crate___closed___crate	box or crate?___closed or open?___crate or box?	1619069212232___1619069229530___1619069236129___1619069238645___1619069246464___1619069249216___1619069255226
5829-d	1619069283641	53	clickedObj		table_metal_high	adjective_ordering	none	target	4	3	table_wood_high	adjective_ordering	none	distractor	1	1	table_wood_low	adjective_ordering	none	distractor	3	2	table_metal_low	adjective_ordering	none	distractor	2	4	5	3	2	table___grey___tall	grey or tan?___short or tall?	1619069263561___1619069265144___1619069271655___1619069277344___1619069281832
5829-d	1619069309445	54	clickedObj		pants_small_green	overinformativeness	color_sufficient	target	3	3	pants_small_pink	overinformativeness	color_sufficient	distractor	1	4	pants_big_pink	overinformativeness	color_sufficient	distractor	4	2	pants_small_pink	overinformativeness	color_sufficient	distractor	2	1	3	2	1	pant___green	purple or green?	1619069301746___1619069302716___1619069307254
5829-d	1619069341365	55	clickedObj		shorts_dry_green	adjective_ordering	none	target	3	3	shorts_dry_red	adjective_ordering	none	distractor	1	4	shorts_wet_green	adjective_ordering	none	distractor	2	1	shorts_wet_red	adjective_ordering	none	distractor	4	2	5	3	2	shorts___green___smooth	red or green?___wrinkled or smooth?	1619069320035___1619069320712___1619069325019___1619069335898___1619069339999
5829-d	1619069358267	56	clickedObj		umbrella_small_blue	overinformativeness	color_sufficient	target	2	3	umbrella_big_green	overinformativeness	color_sufficient	distractor	4	1	umbrella_small_green	overinformativeness	color_sufficient	distractor	1	4	umbrella_small_green	overinformativeness	color_sufficient	distractor	3	2	3	2	1	umberlla___blue	green or blue?	1619069352147___1619069352811___1619069356731
5829-d	1619069374895	57	clickedObj		car_big_green	overinformativeness	size_sufficient	target	3	3	car_small_green	overinformativeness	size_sufficient	distractor	4	2	car_small_green	overinformativeness	size_sufficient	distractor	2	4	car_small_blue	overinformativeness	size_sufficient	distractor	1	1	3	2	1	car___green	blue or green?	1619069366768___1619069368105___1619069371705
5829-d	1619069388789	58	clickedObj		glasses_big_red	overinformativeness	size_sufficient	target	1	2	glasses_small_blue	overinformativeness	size_sufficient	distractor	3	3	glasses_small_red	overinformativeness	size_sufficient	distractor	2	4	glasses_small_red	overinformativeness	size_sufficient	distractor	4	1	3	2	1	specs___red	red or blue?	1619069381519___1619069382307___1619069386681
5829-d	1619069425605	59	clickedObj		hair_straight_brown	adjective_ordering	none	target	4	2	hair_straight_blond	adjective_ordering	none	distractor	1	1	hair_curly_blonde	adjective_ordering	none	distractor	3	4	hair_curly_brown	adjective_ordering	none	distractor	2	3	5	3	2	hair___brunette___straight	blonde or brunette?___straight or curly?	1619069397317___1619069399662___1619069408964___1619069413859___1619069424530
5829-d	1619069440791	60	clickedObj		ball_big_yellow	overinformativeness	size_sufficient	target	1	3	ball_small_yellow	overinformativeness	size_sufficient	distractor	3	2	ball_small_purple	overinformativeness	size_sufficient	distractor	4	1	ball_small_yellow	overinformativeness	size_sufficient	distractor	2	4	3	2	1	ball___yellow	yellow or purple?	1619069434519___1619069435300___1619069438678
4567-0	1619070704190	1	clickedObj		tomato	filler	none	target	4	1	horse	filler	none	distractor	2	2	pig	filler	none	distractor	3	4	fish	filler	none	distractor	1	3	1	1	0	it's a tomato		1619070701965
4567-0	1619070714088	2	clickedObj		elephant	filler	none	target	4	1	guitar	filler	none	distractor	3	4	banana	filler	none	distractor	2	2	bowl	filler	none	distractor	1	3	1	1	0	elephant		1619070712329
4567-0	1619070724080	3	clickedObj		butterfly	filler	none	target	4	3	dog	filler	none	distractor	1	4	strawberry	filler	none	distractor	2	2	chick	filler	none	distractor	3	1	1	1	0	butterfly		1619070721931
4567-0	1619070730951	4	clickedObj		horse	filler	none	target	3	1	fish	filler	none	distractor	4	2	pig	filler	none	distractor	2	4	tomato	filler	none	distractor	1	3	1	1	0	horse		1619070728748
4567-0	1619070739182	5	clickedObj		strawberry	filler	none	target	2	1	chick	filler	none	distractor	4	2	dog	filler	none	distractor	1	3	butterfly	filler	none	distractor	3	4	1	1	0	strawberry		1619070737612
4567-0	1619070747522	6	clickedObj		pig	filler	none	target	2	3	tomato	filler	none	distractor	1	4	fish	filler	none	distractor	4	2	horse	filler	none	distractor	3	1	1	1	0	pig		1619070742815
4567-0	1619070777411	7	clickedObj		man2_bearded_hatted	adjective_ordering	none	target	4	2	man2_mustached_glassed	adjective_ordering	none	distractor	1	1	man2_mustached_hatted	adjective_ordering	none	distractor	3	4	man2_bearded_glassed	adjective_ordering	none	distractor	2	3	1	1	0	a man with hat on and with beard		1619070768791
4567-0	1619070791989	8	clickedObj		pants_big_green	overinformativeness	color_sufficient	target	4	3	pants_big_pink	overinformativeness	color_sufficient	distractor	3	4	pants_small_pink	overinformativeness	color_sufficient	distractor	1	1	pants_big_pink	overinformativeness	color_sufficient	distractor	2	2	2	2	0	green___pant		1619070784927___1619070788343
4567-0	1619070815168	9	clickedObj		man_old_bearded	adjective_ordering	none	target	2	3	man_old_cleanshaven	adjective_ordering	none	distractor	1	1	man_young_cleanshaven	adjective_ordering	none	distractor	4	2	man_young_bearded	adjective_ordering	none	distractor	3	4	1	1	0	bald old man with beard		1619070806101
