"slide_number_in_experiment","label","Answer.time_in_minutes","trial_type","rt","workerid","response","object","speaker_cond"
71,"bottle_plastic_big",19.83375,"adjective_ordering",10944,16,"water battel","bottle","second_post"
72,"pencil_short_blue",19.83375,"adjective_ordering",12329,16,"pencil","pencil","second_post"
73,"dress_big_blue",19.83375,"overinformativeness",4912,16,"dress","dress","second_post"
74,"man_young_bald",19.83375,"adjective_ordering",7841,16,"mane","man","second_post"
75,"pot_big_blue",19.83375,"overinformativeness",7871,16,"hot boxe","pot","second_post"
76,"skirt_big_blue",19.83375,"overinformativeness",5560,16,"dress","skirt","second_post"
77,"rosary_big_blue",19.83375,"overinformativeness",9776,16,"chain","rosary","second_post"
78,"woman_old_happy",19.83375,"adjective_ordering",10904,16,"old women","woman","second_post"
79,"hair_curly_brown",19.83375,"adjective_ordering",6248,16,"hair","hair","second_post"
80,"man_old_bearded",19.83375,"adjective_ordering",7904,16," old mane","man","second_post"
81,"socks_big_green",19.83375,"overinformativeness",12167,16,"shokies","socks","second_post"
82,"toothbrush_big_purple",19.83375,"overinformativeness",5871,16,"fress","toothbrush","second_post"
83,"glove_big_orange",19.83375,"overinformativeness",8496,16,"close","glove","second_post"
84,"table_metal_high",19.83375,"adjective_ordering",10824,16,"steel table","table","second_post"
85,"balloon_big_yellow",19.83375,"overinformativeness",8592,16,"balloon","balloon","second_post"
86,"chair_big_yellow",19.83375,"overinformativeness",6809,16,"chair","chair","second_post"
87,"button_big_green",19.83375,"overinformativeness",6784,16,"putione","button","second_post"
88,"shorts_wet_red",19.83375,"adjective_ordering",6840,16,"dress","shorts","second_post"
89,"hair_straight_brown",19.83375,"adjective_ordering",5720,16,"hair","hair","second_post"
90,"bottle_plastic_small",19.83375,"adjective_ordering",8831,16,"battel","bottle","second_post"
91,"pepper_big_green",19.83375,"overinformativeness",6328,16,"chilli","pepper","second_post"
92,"mirror_big_white",19.83375,"overinformativeness",11248,16,"hand glass","mirror","second_post"
93,"cat_big_white",19.83375,"overinformativeness",5264,16,"cate","cat","second_post"
94,"binoculars_big_blue",19.83375,"overinformativeness",11713,16,"micro shope","binoculars","second_post"
95,"shorts_wrinkled_red",19.83375,"adjective_ordering",5256,16,"dress","shorts","second_post"
96,"cat_big_black",19.83375,"overinformativeness",5600,16,"cate","cat","second_post"
97,"woman_old_sad",19.83375,"adjective_ordering",15336,16,"old women cering","woman","second_post"
98,"socks_big_blue",19.83375,"overinformativeness",13896,16,"shokes","socks","second_post"
99,"knife_big_red",19.83375,"overinformativeness",5543,16,"nif","knife","second_post"
100,"tshirt_big_yellow",19.83375,"overinformativeness",4984,16,"dress","tshirt","second_post"
101,"picture_bw_rectangular",19.83375,"adjective_ordering",7953,16,"photo","picture","second_post"
102,"earring_big_triangular",19.83375,"adjective_ordering",8440,16,"air ring","earring","second_post"
103,"picture_bw_square",19.83375,"adjective_ordering",6080,16,"photo","picture","second_post"
104,"box_open_cardboard",19.83375,"adjective_ordering",7376,16,"boxe","box","second_post"
105,"book_big_red",19.83375,"overinformativeness",13311,16,"Booke","book","second_post"
106,"earring_big_round",19.83375,"adjective_ordering",9008,16,"air ring","earring","second_post"
107,"table_wood_low",19.83375,"adjective_ordering",19705,16,"wooden boxe","table","second_post"
108,"car_big_green",19.83375,"overinformativeness",7151,16,"car","car","second_post"
109,"hat_big_pink",19.83375,"overinformativeness",6087,16,"cape","hat","second_post"
110,"box_closed_wood",19.83375,"adjective_ordering",6359,16,"boxe","box","second_post"
111,"spoon_wooden_dirty",19.83375,"adjective_ordering",8256,16,"soopen","spoon","second_post"
112,"lipstick_big_pink",19.83375,"overinformativeness",14328,16,"lipstick","lipstick","second_post"
113,"spoon_metal_dirty",19.83375,"adjective_ordering",6753,16,"soopen","spoon","second_post"
114,"key_big_silver",19.83375,"overinformativeness",5120,16,"key","key","second_post"
115,"dress_big_green",19.83375,"overinformativeness",5608,16,"dress","dress","second_post"
116,"rosary_big_yellow",19.83375,"overinformativeness",6119,16,"chain","rosary","second_post"
117,"pencil_long_blue",19.83375,"adjective_ordering",10600,16,"pencil","pencil","second_post"
118,"clock_big_yellow",19.83375,"overinformativeness",6728,16,"clock","clock","second_post"
119,"brush_big_blue",19.83375,"overinformativeness",11096,16,"paint fress","brush","second_post"
120,"cup_empty_glass",19.83375,"adjective_ordering",15984,16,"tea class","cup","second_post"
121,"bag_big_blue",19.83375,"overinformativeness",13529,16,"bage","bag","second_post"
122,"chair_big_blue",19.83375,"overinformativeness",6968,16,"chair","chair","second_post"
1,"",12.5884333333333,"bot_check",0,17,"Melis","Melis","second_post"
3,"socks_big_green",12.5884333333333,"overinformativeness",12260,17,"seche","socks","second_post"
4,"mirror_big_black",12.5884333333333,"overinformativeness",16488,17,"face class","mirror","second_post"
5,"rosary_big_yellow",12.5884333333333,"overinformativeness",8078,17,"nothing","rosary","second_post"
6,"picture_colored_square",12.5884333333333,"adjective_ordering",5129,17,"pic","picture","second_post"
7,"box_closed_cardboard",12.5884333333333,"adjective_ordering",4775,17,"box","box","second_post"
8,"table_wood_low",12.5884333333333,"adjective_ordering",5535,17,"table","table","second_post"
9,"glove_big_orange",12.5884333333333,"overinformativeness",10672,17,"hand clouse","glove","second_post"
10,"glasses_big_red",12.5884333333333,"overinformativeness",10336,17,"ice cless","glasses","second_post"
11,"box_open_cardboard",12.5884333333333,"adjective_ordering",8855,17,"open box","box","second_post"
12,"earring_big_round",12.5884333333333,"adjective_ordering",8553,17,"ear","earring","second_post"
13,"skirt_big_green",12.5884333333333,"overinformativeness",5559,17,"dress","skirt","second_post"
14,"knife_big_blue",12.5884333333333,"overinformativeness",5314,17,"nife","knife","second_post"
15,"man_young_bearded",12.5884333333333,"adjective_ordering",4096,17,"man","man","second_post"
16,"shorts_wrinkled_red",12.5884333333333,"adjective_ordering",5167,17,"nothing","shorts","second_post"
17,"box_closed_wood",12.5884333333333,"adjective_ordering",9935,17,"wood in box","box","second_post"
18,"woman_old_sad",12.5884333333333,"adjective_ordering",7216,17,"woman","woman","second_post"
19,"glasses_big_blue",12.5884333333333,"overinformativeness",7304,17,"ice class","glasses","second_post"
20,"cat_big_black",12.5884333333333,"overinformativeness",4760,17,"cat","cat","second_post"
21,"key_big_silver",12.5884333333333,"overinformativeness",4247,17,"key","key","second_post"
22,"lipstick_big_pink",12.5884333333333,"overinformativeness",8236,17,"lipstck","lipstick","second_post"
23,"balloon_big_yellow",12.5884333333333,"overinformativeness",5163,17,"toy","balloon","second_post"
24,"book_big_blue",12.5884333333333,"overinformativeness",3993,17,"book","book","second_post"
25,"tie_big_red",12.5884333333333,"overinformativeness",4472,17,"tie","tie","second_post"
26,"socks_big_blue",12.5884333333333,"overinformativeness",7032,17,"shock","socks","second_post"
27,"cup_empty_glass",12.5884333333333,"adjective_ordering",5569,17,"class","cup","second_post"
28,"book_big_red",12.5884333333333,"overinformativeness",5527,17,"book","book","second_post"
29,"dress_big_blue",12.5884333333333,"overinformativeness",9775,17,"dress","dress","second_post"
30,"spoon_metal_clean",12.5884333333333,"adjective_ordering",5432,17,"spoun","spoon","second_post"
31,"pencil_short_blue",12.5884333333333,"adjective_ordering",11839,17,"coller pencel","pencil","second_post"
32,"chair_big_blue",12.5884333333333,"overinformativeness",6983,17,"nothing","chair","second_post"
33,"shorts_wet_green",12.5884333333333,"adjective_ordering",7953,17,"nothing","shorts","second_post"
34,"apple_big_red",12.5884333333333,"overinformativeness",5215,17,"apple","apple","second_post"
35,"ball_big_purple",12.5884333333333,"overinformativeness",5265,17,"ball","ball","second_post"
36,"hat_big_orange",12.5884333333333,"overinformativeness",4895,17,"cap","hat","second_post"
37,"picture_bw_rectangular",12.5884333333333,"adjective_ordering",4992,17,"pic","picture","second_post"
38,"cup_empty_metal",12.5884333333333,"adjective_ordering",5192,17,"cup","cup","second_post"
39,"umbrella_big_blue",12.5884333333333,"overinformativeness",7377,17,"umperla","umbrella","second_post"
40,"man_old_bearded",12.5884333333333,"adjective_ordering",8494,17,"man","man","second_post"
41,"bag_big_red",12.5884333333333,"overinformativeness",4943,17,"bag","bag","second_post"
42,"key_big_gold",12.5884333333333,"overinformativeness",4720,17,"key","key","second_post"
43,"pepper_big_red",12.5884333333333,"overinformativeness",28864,17,"chelli","pepper","second_post"
44,"tshirt_big_orange",12.5884333333333,"overinformativeness",6152,17,"t short","tshirt","second_post"
45,"picture_bw_square",12.5884333333333,"adjective_ordering",4600,17,"pic","picture","second_post"
46,"tshirt_big_yellow",12.5884333333333,"overinformativeness",7383,17,"dress","tshirt","second_post"
47,"spoon_wooden_dirty",12.5884333333333,"adjective_ordering",12015,17,"spone","spoon","second_post"
48,"pencil_long_blue",12.5884333333333,"adjective_ordering",7106,17,"pencel","pencil","second_post"
49,"lock_big_silver",12.5884333333333,"overinformativeness",4736,17,"look","lock","second_post"
50,"binoculars_big_blue",12.5884333333333,"overinformativeness",10223,17,"telscope","binoculars","second_post"
51,"bag_big_blue",12.5884333333333,"overinformativeness",12072,17,"school bag","bag","second_post"
52,"hair_curly_blonde",12.5884333333333,"adjective_ordering",5968,17,"hear","hair","second_post"
53,"shoe_big_yellow",12.5884333333333,"overinformativeness",5680,17,"show","shoe","second_post"
54,"binoculars_big_red",12.5884333333333,"overinformativeness",8599,17,"teles cope","binoculars","second_post"
55,"man_old_bald",12.5884333333333,"adjective_ordering",9656,17,"grenfother","man","second_post"
56,"flower_big_pink",12.5884333333333,"overinformativeness",6041,17,"flower","flower","second_post"
57,"toothbrush_big_green",12.5884333333333,"overinformativeness",9840,17,"touthbresh","toothbrush","second_post"
58,"tie_big_blue",12.5884333333333,"overinformativeness",4832,17,"tie","tie","second_post"
59,"pencil_short_black",12.5884333333333,"adjective_ordering",10943,17,"coller pencel","pencil","second_post"
60,"woman_old_happy",12.5884333333333,"adjective_ordering",13528,17,"grendmother","woman","second_post"
61,"lighter_big_black",12.5884333333333,"overinformativeness",5016,17,"litter","lighter","second_post"
62,"ball_big_yellow",12.5884333333333,"overinformativeness",5288,17,"boll","ball","second_post"
63,"brush_big_blue",12.5884333333333,"overinformativeness",11336,17,"paint bresh","brush","second_post"
64,"lipstick_big_red",12.5884333333333,"overinformativeness",8944,17,"lipsteck","lipstick","second_post"
65,"shorts_wet_red",12.5884333333333,"adjective_ordering",7048,17,"nothing","shorts","second_post"
66,"toothbrush_big_purple",12.5884333333333,"overinformativeness",12815,17,"touthbresh","toothbrush","second_post"
67,"shoe_big_pink",12.5884333333333,"overinformativeness",6768,17,"show","shoe","second_post"
68,"pot_big_blue",12.5884333333333,"overinformativeness",6816,17,"cooker","pot","second_post"
69,"flower_big_yellow",12.5884333333333,"overinformativeness",6161,17,"flooer","flower","second_post"
70,"button_big_green",12.5884333333333,"overinformativeness",6071,17,"buten","button","second_post"
71,"hair_straight_blond",12.5884333333333,"adjective_ordering",6929,17,"hear","hair","second_post"
72,"hair_curly_brown",12.5884333333333,"adjective_ordering",5160,17,"hear","hair","second_post"
73,"shorts_dry_red",12.5884333333333,"adjective_ordering",5711,17,"nothing","shorts","second_post"
74,"shorts_wrinkled_green",12.5884333333333,"adjective_ordering",8711,17,"inerwaer","shorts","second_post"
75,"spoon_wooden_clean",12.5884333333333,"adjective_ordering",7759,17,"spoun","spoon","second_post"
76,"scissors_big_blue",12.5884333333333,"overinformativeness",6496,17,"siser","scissors","second_post"
77,"hair_straight_brown",12.5884333333333,"adjective_ordering",9567,17,"hear","hair","second_post"
78,"rosary_big_blue",12.5884333333333,"overinformativeness",7095,17,"nothing","rosary","second_post"
79,"mirror_big_white",12.5884333333333,"overinformativeness",16131,17,"class","mirror","second_post"
80,"table_metal_low",12.5884333333333,"adjective_ordering",6285,17,"table","table","second_post"
81,"glove_big_green",12.5884333333333,"overinformativeness",9143,17,"nothing","glove","second_post"
82,"clock_big_yellow",12.5884333333333,"overinformativeness",1856,17,"nothing","clock","second_post"
83,"pants_big_green",12.5884333333333,"overinformativeness",1336,17,"nothing","pants","second_post"
84,"pepper_big_green",12.5884333333333,"overinformativeness",1176,17,"nothing","pepper","second_post"
85,"brush_big_red",12.5884333333333,"overinformativeness",1520,17,"nothing","brush","second_post"
86,"cup_full_metal",12.5884333333333,"adjective_ordering",1256,17,"nothing","cup","second_post"
87,"knife_big_red",12.5884333333333,"overinformativeness",1968,17,"nothing","knife","second_post"
88,"car_big_green",12.5884333333333,"overinformativeness",4320,17,"nothing","car","second_post"
89,"clock_big_purple",12.5884333333333,"overinformativeness",1944,17,"nothing","clock","second_post"
90,"cat_big_white",12.5884333333333,"overinformativeness",1352,17,"nothing","cat","second_post"
91,"earring_big_triangular",12.5884333333333,"adjective_ordering",1416,17,"nothing","earring","second_post"
92,"bottle_glass_small",12.5884333333333,"adjective_ordering",1344,17,"nothing","bottle","second_post"
93,"bottle_glass_big",12.5884333333333,"adjective_ordering",1272,17,"nothing","bottle","second_post"
94,"woman_young_sad",12.5884333333333,"adjective_ordering",1248,17,"nothing","woman","second_post"
95,"bottle_plastic_small",12.5884333333333,"adjective_ordering",2999,17,"nothing","bottle","second_post"
96,"picture_colored_rectangular",12.5884333333333,"adjective_ordering",2151,17,"nothing","picture","second_post"
97,"dress_big_green",12.5884333333333,"overinformativeness",1591,17,"nothing","dress","second_post"
98,"box_open_wood",12.5884333333333,"adjective_ordering",2551,17,"nothing","box","second_post"
99,"car_big_blue",12.5884333333333,"overinformativeness",1457,17,"nothing","car","second_post"
100,"man_young_bald",12.5884333333333,"adjective_ordering",1464,17,"nothing","man","second_post"
101,"lock_big_gold",12.5884333333333,"overinformativeness",1288,17,"nothing","lock","second_post"
102,"lighter_big_white",12.5884333333333,"overinformativeness",1400,17,"nothing","lighter","second_post"
103,"umbrella_big_green",12.5884333333333,"overinformativeness",1608,17,"nothing","umbrella","second_post"
104,"pants_big_pink",12.5884333333333,"overinformativeness",1568,17,"nothing","pants","second_post"
105,"spoon_metal_dirty",12.5884333333333,"adjective_ordering",1999,17,"nothing","spoon","second_post"
106,"cup_full_glass",12.5884333333333,"adjective_ordering",1831,17,"nothing","cup","second_post"
107,"woman_young_happy",12.5884333333333,"adjective_ordering",1823,17,"nothing","woman","second_post"
108,"earring_small_round",12.5884333333333,"adjective_ordering",1407,17,"nothing","earring","second_post"
109,"skirt_big_blue",12.5884333333333,"overinformativeness",1525,17,"nothing","skirt","second_post"
110,"balloon_big_pink",12.5884333333333,"overinformativeness",1539,17,"nothing","balloon","second_post"
111,"button_big_blue",12.5884333333333,"overinformativeness",2128,17,"nothing","button","second_post"
112,"table_metal_high",12.5884333333333,"adjective_ordering",1656,17,"nothing","table","second_post"
113,"pencil_long_black",12.5884333333333,"adjective_ordering",3360,17,"nothing","pencil","second_post"
114,"earring_small_triangular",12.5884333333333,"adjective_ordering",1656,17,"nothing","earring","second_post"
115,"hat_big_pink",12.5884333333333,"overinformativeness",1888,17,"nothing","hat","second_post"
116,"pot_big_green",12.5884333333333,"overinformativeness",1312,17,"nothing","pot","second_post"
117,"scissors_big_green",12.5884333333333,"overinformativeness",3320,17,"nothing","scissors","second_post"
118,"table_wood_high",12.5884333333333,"adjective_ordering",1456,17,"nothing","table","second_post"
119,"chair_big_yellow",12.5884333333333,"overinformativeness",1264,17,"nothing","chair","second_post"
120,"apple_big_green",12.5884333333333,"overinformativeness",1407,17,"nothing","apple","second_post"
121,"shorts_dry_green",12.5884333333333,"adjective_ordering",1335,17,"nothing","shorts","second_post"
122,"bottle_plastic_big",12.5884333333333,"adjective_ordering",1432,17,"nothing","bottle","second_post"
1,"",22.5050833333333,"bot_check",0,18,"Yasemin","Yasemin","second_post"
3,"earring_small_round",22.5050833333333,"adjective_ordering",25979,18,"voyun kutlesi","earring","second_post"
4,"button_big_blue",22.5050833333333,"overinformativeness",18342,18,"buton","button","second_post"
5,"brush_big_blue",22.5050833333333,"overinformativeness",17368,18,"
boya fircasi","brush","second_post"
6,"binoculars_big_red",22.5050833333333,"overinformativeness",15848,18,"
iki gozlu","binoculars","second_post"
7,"bottle_plastic_big",22.5050833333333,"adjective_ordering",7240,18,"
sise","bottle","second_post"
8,"shorts_wet_red",22.5050833333333,"adjective_ordering",9561,18,"
pantolon","shorts","second_post"
9,"woman_young_happy",22.5050833333333,"adjective_ordering",9551,18,"
yuz","woman","second_post"
10,"cup_empty_metal",22.5050833333333,"adjective_ordering",12049,18,"
fincan","cup","second_post"
11,"picture_bw_square",22.5050833333333,"adjective_ordering",11488,18,"
cerceve","picture","second_post"
12,"pencil_long_blue",22.5050833333333,"adjective_ordering",9905,18,"
kalem","pencil","second_post"
13,"hat_big_pink",22.5050833333333,"overinformativeness",8135,18,"
sabka","hat","second_post"
14,"bottle_plastic_small",22.5050833333333,"adjective_ordering",9016,18,"
sise","bottle","second_post"
15,"pants_big_green",22.5050833333333,"overinformativeness",16813,18,"
pijama","pants","second_post"
16,"bag_big_red",22.5050833333333,"overinformativeness",16812,18,"
sirt cantasi","bag","second_post"
17,"key_big_gold",22.5050833333333,"overinformativeness",11058,18,"
anahtar","key","second_post"
18,"picture_bw_rectangular",22.5050833333333,"adjective_ordering",10695,18,"
cerceve","picture","second_post"
19,"book_big_red",22.5050833333333,"overinformativeness",8663,18,"
aitap","book","second_post"
20,"rosary_big_blue",22.5050833333333,"overinformativeness",10127,18,"
boncuk","rosary","second_post"
21,"apple_big_green",22.5050833333333,"overinformativeness",15807,18,"
yesil elma","apple","second_post"
22,"box_closed_cardboard",22.5050833333333,"adjective_ordering",7699,18,"
kutu","box","second_post"
23,"chair_big_blue",22.5050833333333,"overinformativeness",20551,18,"
sandalye","chair","second_post"
24,"mirror_big_white",22.5050833333333,"overinformativeness",17192,18,"
yuz aynisi","mirror","second_post"
25,"lighter_big_black",22.5050833333333,"overinformativeness",15983,18,"
cikmak","lighter","second_post"
26,"car_big_green",22.5050833333333,"overinformativeness",19619,18,"
oyuncak arava","car","second_post"
27,"woman_old_sad",22.5050833333333,"adjective_ordering",11471,18,"
yuz","woman","second_post"
28,"cat_big_black",22.5050833333333,"overinformativeness",8513,18,"
kide","cat","second_post"
29,"spoon_metal_dirty",22.5050833333333,"adjective_ordering",14456,18,"
kasik","spoon","second_post"
30,"pencil_long_black",22.5050833333333,"adjective_ordering",9344,18,"
kalem","pencil","second_post"
31,"mirror_big_black",22.5050833333333,"overinformativeness",14376,18,"
yuz aynasi","mirror","second_post"
32,"balloon_big_yellow",22.5050833333333,"overinformativeness",7768,18,"
balon","balloon","second_post"
33,"pepper_big_red",22.5050833333333,"overinformativeness",31841,18,"
kirmizi dolmalik biber","pepper","second_post"
34,"shorts_wrinkled_green",22.5050833333333,"adjective_ordering",15089,18,"pantonan","shorts","second_post"
35,"tie_big_red",22.5050833333333,"overinformativeness",11209,18,"
kravat","tie","second_post"
36,"pot_big_blue",22.5050833333333,"overinformativeness",10327,18,"
kabak","pot","second_post"
37,"box_open_cardboard",22.5050833333333,"adjective_ordering",7639,18,"
kutu","box","second_post"
38,"hair_curly_brown",22.5050833333333,"adjective_ordering",10432,18,"
sac","hair","second_post"
39,"box_closed_wood",22.5050833333333,"adjective_ordering",13091,18,"
kutu","box","second_post"
40,"clock_big_purple",22.5050833333333,"overinformativeness",15270,18,"
alaram saati","clock","second_post"
41,"cup_full_metal",22.5050833333333,"adjective_ordering",11337,18,"
fincan","cup","second_post"
42,"box_open_wood",22.5050833333333,"adjective_ordering",5216,18,"
kutu","box","second_post"
43,"skirt_big_blue",22.5050833333333,"overinformativeness",15168,18,"
bir cazgi","skirt","second_post"
44,"rosary_big_yellow",22.5050833333333,"overinformativeness",10858,18,"
boncuk","rosary","second_post"
45,"spoon_wooden_clean",22.5050833333333,"adjective_ordering",9502,18,"
kasik","spoon","second_post"
46,"tshirt_big_orange",22.5050833333333,"overinformativeness",12443,18,"
tisort","tshirt","second_post"
47,"hair_curly_blonde",22.5050833333333,"adjective_ordering",9439,18,"
sac","hair","second_post"
48,"clock_big_yellow",22.5050833333333,"overinformativeness",10382,18,"
alaram saati","clock","second_post"
49,"chair_big_yellow",22.5050833333333,"overinformativeness",12688,18,"
sandalye","chair","second_post"
50,"flower_big_pink",22.5050833333333,"overinformativeness",11169,18,"
sicek","flower","second_post"
51,"picture_colored_square",22.5050833333333,"adjective_ordering",12457,18,"
cerceve","picture","second_post"
52,"shorts_wrinkled_red",22.5050833333333,"adjective_ordering",9277,18,"
pantolon","shorts","second_post"
53,"glove_big_orange",22.5050833333333,"overinformativeness",13259,18,"
eldiven","glove","second_post"
54,"socks_big_blue",22.5050833333333,"overinformativeness",13617,18,"
soklari","socks","second_post"
55,"ball_big_yellow",22.5050833333333,"overinformativeness",6951,18,"
top","ball","second_post"
56,"spoon_wooden_dirty",22.5050833333333,"adjective_ordering",10225,18,"
kasik","spoon","second_post"
57,"table_metal_high",22.5050833333333,"adjective_ordering",24719,18,"
celik tezkah","table","second_post"
58,"hat_big_orange",22.5050833333333,"overinformativeness",12055,18,"
sapka","hat","second_post"
59,"bag_big_blue",22.5050833333333,"overinformativeness",33777,18,"
sirt cantasi","bag","second_post"
60,"hair_straight_blond",22.5050833333333,"adjective_ordering",7215,18,"
sac","hair","second_post"
61,"apple_big_red",22.5050833333333,"overinformativeness",8928,18,"
elma","apple","second_post"
62,"man_young_bald",22.5050833333333,"adjective_ordering",14803,18,"
gulen yuz","man","second_post"
63,"car_big_blue",22.5050833333333,"overinformativeness",17694,18,"
oyuncak arava","car","second_post"
64,"lock_big_gold",22.5050833333333,"overinformativeness",11905,18,"
aikilit","lock","second_post"
65,"glove_big_green",22.5050833333333,"overinformativeness",9890,18,"
vldiden","glove","second_post"
66,"button_big_green",22.5050833333333,"overinformativeness",6462,18,"
buton","button","second_post"
67,"earring_big_triangular",22.5050833333333,"adjective_ordering",24750,18,"
boyun kukllesi","earring","second_post"
68,"flower_big_yellow",22.5050833333333,"overinformativeness",11184,18,"
cicek","flower","second_post"
69,"man_old_bearded",22.5050833333333,"adjective_ordering",5881,18,"
yuz","man","second_post"
70,"shoe_big_pink",22.5050833333333,"overinformativeness",12513,18,"
ayakkavi","shoe","second_post"
71,"dress_big_green",22.5050833333333,"overinformativeness",53860,18,"
kokteyl elpisesi","dress","second_post"
72,"toothbrush_big_purple",22.5050833333333,"overinformativeness",14271,18,"
vas fir casi","toothbrush","second_post"
73,"earring_big_round",22.5050833333333,"adjective_ordering",21328,18,"
boyulkutlesi","earring","second_post"
74,"book_big_blue",22.5050833333333,"overinformativeness",11593,18,"
kitap","book","second_post"
75,"umbrella_big_blue",22.5050833333333,"overinformativeness",11176,18,"
semsiye","umbrella","second_post"
76,"bottle_glass_small",22.5050833333333,"adjective_ordering",22074,18,"sise","bottle","second_post"
77,"glasses_big_blue",22.5050833333333,"overinformativeness",11037,18,"
gozluk","glasses","second_post"
78,"bottle_glass_big",22.5050833333333,"adjective_ordering",8897,18,"
sise","bottle","second_post"
79,"pencil_short_blue",22.5050833333333,"adjective_ordering",9562,18,"kalem","pencil","second_post"
80,"table_metal_low",22.5050833333333,"adjective_ordering",8798,18,"
tabloo","table","second_post"
81,"cup_full_glass",22.5050833333333,"adjective_ordering",15241,18,"
fincan","cup","second_post"
82,"pot_big_green",22.5050833333333,"overinformativeness",12632,18,"
kapak","pot","second_post"
83,"binoculars_big_blue",22.5050833333333,"overinformativeness",14680,18,"
iki gozle","binoculars","second_post"
84,"pants_big_pink",22.5050833333333,"overinformativeness",10910,18,"
solumak","pants","second_post"
85,"scissors_big_green",22.5050833333333,"overinformativeness",14967,18,"
makasalakesmek","scissors","second_post"
86,"cat_big_white",22.5050833333333,"overinformativeness",8107,18,"
kedi","cat","second_post"
87,"balloon_big_pink",22.5050833333333,"overinformativeness",9680,18,"
balon","balloon","second_post"
88,"lighter_big_white",22.5050833333333,"overinformativeness",3920,18,"
botoot","lighter","second_post"
89,"picture_colored_rectangular",22.5050833333333,"adjective_ordering",2238,18,"
dshfsdfh","picture","second_post"
90,"socks_big_green",22.5050833333333,"overinformativeness",1888,18,"
ihs","socks","second_post"
91,"woman_old_happy",22.5050833333333,"adjective_ordering",3288,18,"
gfg","woman","second_post"
92,"pencil_short_black",22.5050833333333,"adjective_ordering",2040,18,"
kkdf","pencil","second_post"
93,"lipstick_big_red",22.5050833333333,"overinformativeness",1458,18,"
dsfsg","lipstick","second_post"
94,"pepper_big_green",22.5050833333333,"overinformativeness",1038,18,"
fgdfg","pepper","second_post"
95,"knife_big_red",22.5050833333333,"overinformativeness",904,18,"
fgg","knife","second_post"
96,"shorts_dry_green",22.5050833333333,"adjective_ordering",511,18,"
fdg","shorts","second_post"
97,"ball_big_purple",22.5050833333333,"overinformativeness",1175,18,"
fdg","ball","second_post"
98,"brush_big_red",22.5050833333333,"overinformativeness",2873,18,"
sgg","brush","second_post"
99,"man_young_bearded",22.5050833333333,"adjective_ordering",1079,18,"
fgfdg","man","second_post"
100,"lipstick_big_pink",22.5050833333333,"overinformativeness",1072,18,"
fdgdfgdf","lipstick","second_post"
101,"toothbrush_big_green",22.5050833333333,"overinformativeness",1352,18,"
dfgdhgdh","toothbrush","second_post"
102,"man_old_bald",22.5050833333333,"adjective_ordering",1087,18,"
hfgju","man","second_post"
103,"lock_big_silver",22.5050833333333,"overinformativeness",6857,18,"
fdsg","lock","second_post"
104,"hair_straight_brown",22.5050833333333,"adjective_ordering",761,18,"
ddfgdf","hair","second_post"
105,"tshirt_big_yellow",22.5050833333333,"overinformativeness",1022,18,"
gdfg","tshirt","second_post"
106,"tie_big_blue",22.5050833333333,"overinformativeness",719,18,"
fdg","tie","second_post"
107,"shorts_wet_green",22.5050833333333,"adjective_ordering",929,18,"
fdggdh","shorts","second_post"
108,"spoon_metal_clean",22.5050833333333,"adjective_ordering",646,18,"
ghgfh","spoon","second_post"
109,"knife_big_blue",22.5050833333333,"overinformativeness",551,18,"
jh","knife","second_post"
110,"table_wood_high",22.5050833333333,"adjective_ordering",581,18,"
fgh","table","second_post"
111,"scissors_big_blue",22.5050833333333,"overinformativeness",1746,18,"
grtyrtumbvnjy","scissors","second_post"
112,"shorts_dry_red",22.5050833333333,"adjective_ordering",1537,18,"
gfh","shorts","second_post"
113,"woman_young_sad",22.5050833333333,"adjective_ordering",5189,18,"
yuz","woman","second_post"
114,"key_big_silver",22.5050833333333,"overinformativeness",3266,18,"
def","key","second_post"
115,"cup_empty_glass",22.5050833333333,"adjective_ordering",790,18,"
gffdg","cup","second_post"
116,"glasses_big_red",22.5050833333333,"overinformativeness",1039,18,"
fgd","glasses","second_post"
117,"earring_small_triangular",22.5050833333333,"adjective_ordering",2032,18,"
gd","earring","second_post"
118,"shoe_big_yellow",22.5050833333333,"overinformativeness",2080,18,"
df","shoe","second_post"
119,"umbrella_big_green",22.5050833333333,"overinformativeness",2840,18,"
bg","umbrella","second_post"
120,"skirt_big_green",22.5050833333333,"overinformativeness",4087,18,"hfd","skirt","second_post"
121,"table_wood_low",22.5050833333333,"adjective_ordering",6225,18,"tablo","table","second_post"
122,"dress_big_blue",22.5050833333333,"overinformativeness",8176,18,"
fgdf","dress","second_post"
1,"",37.4322666666667,"bot_check",0,19,"Deniz","Deniz","second_post"
3,"lighter_big_black",37.4322666666667,"overinformativeness",16764,19,"Çöp
","lighter","second_post"
4,"toothbrush_big_green",37.4322666666667,"overinformativeness",27663,19,"
diş fırçası","toothbrush","second_post"
5,"cat_big_white",37.4322666666667,"overinformativeness",23959,19,"
kedi","cat","second_post"
6,"box_closed_wood",37.4322666666667,"adjective_ordering",16310,19,"
Kutu","box","second_post"
7,"car_big_blue",37.4322666666667,"overinformativeness",17429,19,"
araba","car","second_post"
8,"mirror_big_black",37.4322666666667,"overinformativeness",51628,19,"makyaj aynası","mirror","second_post"
9,"hair_curly_brown",37.4322666666667,"adjective_ordering",14310,19,"saç","hair","second_post"
